CalendarDate Year        Quarter MonthNo     MonthName                      Day         WeekDayName                    YearMonth        MonthDay         DayType WeekOfYear  WeekOfMonth          DayOfMonth  YearMonthKey YearQuarter                YearFiscalQuarterEnd YearEnd
------------ ----------- ------- ----------- ------------------------------ ----------- ------------------------------ ---------------- ---------------- ------- ----------- -------------------- ----------- ------------ -------------------------- -------------------- -----------
2012-02-09   2012        Q1      2           February                       9           Thursday                       2012-Feb         Feb-9            WeekDay 6           9                    9           201202       2012-Q1                    2012-Q4              2012
2012-02-10   2012        Q1      2           February                       10          Friday                         2012-Feb         Feb-10           WeekDay 6           10                   10          201202       2012-Q1                    2012-Q4              2012
2012-02-11   2012        Q1      2           February                       11          Saturday                       2012-Feb         Feb-11           WeekEnd 6           11                   11          201202       2012-Q1                    2012-Q4              2012
2012-02-12   2012        Q1      2           February                       12          Sunday                         2012-Feb         Feb-12           WeekEnd 7           12                   12          201202       2012-Q1                    2012-Q4              2012
2012-02-13   2012        Q1      2           February                       13          Monday                         2012-Feb         Feb-13           WeekDay 7           13                   13          201202       2012-Q1                    2012-Q4              2012
2012-02-14   2012        Q1      2           February                       14          Tuesday                        2012-Feb         Feb-14           WeekDay 7           14                   14          201202       2012-Q1                    2012-Q4              2012
2012-02-15   2012        Q1      2           February                       15          Wednesday                      2012-Feb         Feb-15           WeekDay 7           15                   15          201202       2012-Q1                    2012-Q4              2012
2012-02-16   2012        Q1      2           February                       16          Thursday                       2012-Feb         Feb-16           WeekDay 7           16                   16          201202       2012-Q1                    2012-Q4              2012
2012-02-17   2012        Q1      2           February                       17          Friday                         2012-Feb         Feb-17           WeekDay 7           17                   17          201202       2012-Q1                    2012-Q4              2012
2012-02-18   2012        Q1      2           February                       18          Saturday                       2012-Feb         Feb-18           WeekEnd 7           18                   18          201202       2012-Q1                    2012-Q4              2012
2012-02-19   2012        Q1      2           February                       19          Sunday                         2012-Feb         Feb-19           WeekEnd 8           19                   19          201202       2012-Q1                    2012-Q4              2012
2012-02-20   2012        Q1      2           February                       20          Monday                         2012-Feb         Feb-20           WeekDay 8           20                   20          201202       2012-Q1                    2012-Q4              2012
2012-02-21   2012        Q1      2           February                       21          Tuesday                        2012-Feb         Feb-21           WeekDay 8           21                   21          201202       2012-Q1                    2012-Q4              2012
2012-02-22   2012        Q1      2           February                       22          Wednesday                      2012-Feb         Feb-22           WeekDay 8           22                   22          201202       2012-Q1                    2012-Q4              2012
2012-02-23   2012        Q1      2           February                       23          Thursday                       2012-Feb         Feb-23           WeekDay 8           23                   23          201202       2012-Q1                    2012-Q4              2012
2012-02-24   2012        Q1      2           February                       24          Friday                         2012-Feb         Feb-24           WeekDay 8           24                   24          201202       2012-Q1                    2012-Q4              2012
2012-02-25   2012        Q1      2           February                       25          Saturday                       2012-Feb         Feb-25           WeekEnd 8           25                   25          201202       2012-Q1                    2012-Q4              2012
2012-02-26   2012        Q1      2           February                       26          Sunday                         2012-Feb         Feb-26           WeekEnd 9           26                   26          201202       2012-Q1                    2012-Q4              2012
2012-02-27   2012        Q1      2           February                       27          Monday                         2012-Feb         Feb-27           WeekDay 9           27                   27          201202       2012-Q1                    2012-Q4              2012
2012-02-28   2012        Q1      2           February                       28          Tuesday                        2012-Feb         Feb-28           WeekDay 9           28                   28          201202       2012-Q1                    2012-Q4              2012
2012-02-29   2012        Q1      2           February                       29          Wednesday                      2012-Feb         Feb-29           WeekDay 9           29                   29          201202       2012-Q1                    2012-Q4              2012
2012-03-01   2012        Q1      3           March                          1           Thursday                       2012-Mar         Mar-1            WeekDay 9           1                    1           201203       2012-Q1                    2012-Q4              2012
2012-03-02   2012        Q1      3           March                          2           Friday                         2012-Mar         Mar-2            WeekDay 9           2                    2           201203       2012-Q1                    2012-Q4              2012
2012-03-03   2012        Q1      3           March                          3           Saturday                       2012-Mar         Mar-3            WeekEnd 9           3                    3           201203       2012-Q1                    2012-Q4              2012
2012-03-04   2012        Q1      3           March                          4           Sunday                         2012-Mar         Mar-4            WeekEnd 10          4                    4           201203       2012-Q1                    2012-Q4              2012
2012-03-05   2012        Q1      3           March                          5           Monday                         2012-Mar         Mar-5            WeekDay 10          5                    5           201203       2012-Q1                    2012-Q4              2012
2012-03-06   2012        Q1      3           March                          6           Tuesday                        2012-Mar         Mar-6            WeekDay 10          6                    6           201203       2012-Q1                    2012-Q4              2012
2012-03-07   2012        Q1      3           March                          7           Wednesday                      2012-Mar         Mar-7            WeekDay 10          7                    7           201203       2012-Q1                    2012-Q4              2012
2012-03-08   2012        Q1      3           March                          8           Thursday                       2012-Mar         Mar-8            WeekDay 10          8                    8           201203       2012-Q1                    2012-Q4              2012
2012-03-09   2012        Q1      3           March                          9           Friday                         2012-Mar         Mar-9            WeekDay 10          9                    9           201203       2012-Q1                    2012-Q4              2012
2012-03-10   2012        Q1      3           March                          10          Saturday                       2012-Mar         Mar-10           WeekEnd 10          10                   10          201203       2012-Q1                    2012-Q4              2012
2012-03-11   2012        Q1      3           March                          11          Sunday                         2012-Mar         Mar-11           WeekEnd 11          11                   11          201203       2012-Q1                    2012-Q4              2012
2012-03-12   2012        Q1      3           March                          12          Monday                         2012-Mar         Mar-12           WeekDay 11          12                   12          201203       2012-Q1                    2012-Q4              2012
2012-03-13   2012        Q1      3           March                          13          Tuesday                        2012-Mar         Mar-13           WeekDay 11          13                   13          201203       2012-Q1                    2012-Q4              2012
2012-03-14   2012        Q1      3           March                          14          Wednesday                      2012-Mar         Mar-14           WeekDay 11          14                   14          201203       2012-Q1                    2012-Q4              2012
2012-03-15   2012        Q1      3           March                          15          Thursday                       2012-Mar         Mar-15           WeekDay 11          15                   15          201203       2012-Q1                    2012-Q4              2012
2012-03-16   2012        Q1      3           March                          16          Friday                         2012-Mar         Mar-16           WeekDay 11          16                   16          201203       2012-Q1                    2012-Q4              2012
2012-03-17   2012        Q1      3           March                          17          Saturday                       2012-Mar         Mar-17           WeekEnd 11          17                   17          201203       2012-Q1                    2012-Q4              2012
2012-03-18   2012        Q1      3           March                          18          Sunday                         2012-Mar         Mar-18           WeekEnd 12          18                   18          201203       2012-Q1                    2012-Q4              2012
2012-03-19   2012        Q1      3           March                          19          Monday                         2012-Mar         Mar-19           WeekDay 12          19                   19          201203       2012-Q1                    2012-Q4              2012
2012-03-20   2012        Q1      3           March                          20          Tuesday                        2012-Mar         Mar-20           WeekDay 12          20                   20          201203       2012-Q1                    2012-Q4              2012
2012-03-21   2012        Q1      3           March                          21          Wednesday                      2012-Mar         Mar-21           WeekDay 12          21                   21          201203       2012-Q1                    2012-Q4              2012
2012-03-22   2012        Q1      3           March                          22          Thursday                       2012-Mar         Mar-22           WeekDay 12          22                   22          201203       2012-Q1                    2012-Q4              2012
2012-03-23   2012        Q1      3           March                          23          Friday                         2012-Mar         Mar-23           WeekDay 12          23                   23          201203       2012-Q1                    2012-Q4              2012
2012-03-24   2012        Q1      3           March                          24          Saturday                       2012-Mar         Mar-24           WeekEnd 12          24                   24          201203       2012-Q1                    2012-Q4              2012
2012-03-25   2012        Q1      3           March                          25          Sunday                         2012-Mar         Mar-25           WeekEnd 13          25                   25          201203       2012-Q1                    2012-Q4              2012
2012-03-26   2012        Q1      3           March                          26          Monday                         2012-Mar         Mar-26           WeekDay 13          26                   26          201203       2012-Q1                    2012-Q4              2012
2012-03-27   2012        Q1      3           March                          27          Tuesday                        2012-Mar         Mar-27           WeekDay 13          27                   27          201203       2012-Q1                    2012-Q4              2012
2012-03-28   2012        Q1      3           March                          28          Wednesday                      2012-Mar         Mar-28           WeekDay 13          28                   28          201203       2012-Q1                    2012-Q4              2012
2012-03-29   2012        Q1      3           March                          29          Thursday                       2012-Mar         Mar-29           WeekDay 13          29                   29          201203       2012-Q1                    2012-Q4              2012
2012-03-30   2012        Q1      3           March                          30          Friday                         2012-Mar         Mar-30           WeekDay 13          30                   30          201203       2012-Q1                    2012-Q4              2012
2012-03-31   2012        Q1      3           March                          31          Saturday                       2012-Mar         Mar-31           WeekEnd 13          31                   31          201203       2012-Q1                    2012-Q4              2012
2012-04-01   2012        Q2      4           April                          1           Sunday                         2012-Apr         Apr-1            WeekEnd 14          1                    1           201204       2012-Q2                    2012-Q4              2012
2012-04-02   2012        Q2      4           April                          2           Monday                         2012-Apr         Apr-2            WeekDay 14          2                    2           201204       2012-Q2                    2012-Q4              2012
2012-04-03   2012        Q2      4           April                          3           Tuesday                        2012-Apr         Apr-3            WeekDay 14          3                    3           201204       2012-Q2                    2012-Q4              2012
2012-04-04   2012        Q2      4           April                          4           Wednesday                      2012-Apr         Apr-4            WeekDay 14          4                    4           201204       2012-Q2                    2012-Q4              2012
2012-04-05   2012        Q2      4           April                          5           Thursday                       2012-Apr         Apr-5            WeekDay 14          5                    5           201204       2012-Q2                    2012-Q4              2012
2012-04-06   2012        Q2      4           April                          6           Friday                         2012-Apr         Apr-6            WeekDay 14          6                    6           201204       2012-Q2                    2012-Q4              2012
2012-04-07   2012        Q2      4           April                          7           Saturday                       2012-Apr         Apr-7            WeekEnd 14          7                    7           201204       2012-Q2                    2012-Q4              2012
2012-04-08   2012        Q2      4           April                          8           Sunday                         2012-Apr         Apr-8            WeekEnd 15          8                    8           201204       2012-Q2                    2012-Q4              2012
2012-04-09   2012        Q2      4           April                          9           Monday                         2012-Apr         Apr-9            WeekDay 15          9                    9           201204       2012-Q2                    2012-Q4              2012
2012-04-10   2012        Q2      4           April                          10          Tuesday                        2012-Apr         Apr-10           WeekDay 15          10                   10          201204       2012-Q2                    2012-Q4              2012
2012-04-11   2012        Q2      4           April                          11          Wednesday                      2012-Apr         Apr-11           WeekDay 15          11                   11          201204       2012-Q2                    2012-Q4              2012
2012-04-12   2012        Q2      4           April                          12          Thursday                       2012-Apr         Apr-12           WeekDay 15          12                   12          201204       2012-Q2                    2012-Q4              2012
2012-04-13   2012        Q2      4           April                          13          Friday                         2012-Apr         Apr-13           WeekDay 15          13                   13          201204       2012-Q2                    2012-Q4              2012
2012-04-14   2012        Q2      4           April                          14          Saturday                       2012-Apr         Apr-14           WeekEnd 15          14                   14          201204       2012-Q2                    2012-Q4              2012
2012-04-15   2012        Q2      4           April                          15          Sunday                         2012-Apr         Apr-15           WeekEnd 16          15                   15          201204       2012-Q2                    2012-Q4              2012
2012-04-16   2012        Q2      4           April                          16          Monday                         2012-Apr         Apr-16           WeekDay 16          16                   16          201204       2012-Q2                    2012-Q4              2012
2012-04-17   2012        Q2      4           April                          17          Tuesday                        2012-Apr         Apr-17           WeekDay 16          17                   17          201204       2012-Q2                    2012-Q4              2012
2012-04-18   2012        Q2      4           April                          18          Wednesday                      2012-Apr         Apr-18           WeekDay 16          18                   18          201204       2012-Q2                    2012-Q4              2012
2012-04-19   2012        Q2      4           April                          19          Thursday                       2012-Apr         Apr-19           WeekDay 16          19                   19          201204       2012-Q2                    2012-Q4              2012
2012-04-20   2012        Q2      4           April                          20          Friday                         2012-Apr         Apr-20           WeekDay 16          20                   20          201204       2012-Q2                    2012-Q4              2012
2012-04-21   2012        Q2      4           April                          21          Saturday                       2012-Apr         Apr-21           WeekEnd 16          21                   21          201204       2012-Q2                    2012-Q4              2012
2012-04-22   2012        Q2      4           April                          22          Sunday                         2012-Apr         Apr-22           WeekEnd 17          22                   22          201204       2012-Q2                    2012-Q4              2012
2012-04-23   2012        Q2      4           April                          23          Monday                         2012-Apr         Apr-23           WeekDay 17          23                   23          201204       2012-Q2                    2012-Q4              2012
2012-04-24   2012        Q2      4           April                          24          Tuesday                        2012-Apr         Apr-24           WeekDay 17          24                   24          201204       2012-Q2                    2012-Q4              2012
2012-04-25   2012        Q2      4           April                          25          Wednesday                      2012-Apr         Apr-25           WeekDay 17          25                   25          201204       2012-Q2                    2012-Q4              2012
2012-04-26   2012        Q2      4           April                          26          Thursday                       2012-Apr         Apr-26           WeekDay 17          26                   26          201204       2012-Q2                    2012-Q4              2012
2012-04-27   2012        Q2      4           April                          27          Friday                         2012-Apr         Apr-27           WeekDay 17          27                   27          201204       2012-Q2                    2012-Q4              2012
2012-04-28   2012        Q2      4           April                          28          Saturday                       2012-Apr         Apr-28           WeekEnd 17          28                   28          201204       2012-Q2                    2012-Q4              2012
2012-04-29   2012        Q2      4           April                          29          Sunday                         2012-Apr         Apr-29           WeekEnd 18          29                   29          201204       2012-Q2                    2012-Q4              2012
2012-04-30   2012        Q2      4           April                          30          Monday                         2012-Apr         Apr-30           WeekDay 18          30                   30          201204       2012-Q2                    2012-Q4              2012
2012-05-01   2012        Q2      5           May                            1           Tuesday                        2012-May         May-1            WeekDay 18          1                    1           201205       2012-Q2                    2012-Q4              2012
2012-05-02   2012        Q2      5           May                            2           Wednesday                      2012-May         May-2            WeekDay 18          2                    2           201205       2012-Q2                    2012-Q4              2012
2012-05-03   2012        Q2      5           May                            3           Thursday                       2012-May         May-3            WeekDay 18          3                    3           201205       2012-Q2                    2012-Q4              2012
2012-05-04   2012        Q2      5           May                            4           Friday                         2012-May         May-4            WeekDay 18          4                    4           201205       2012-Q2                    2012-Q4              2012
2012-05-05   2012        Q2      5           May                            5           Saturday                       2012-May         May-5            WeekEnd 18          5                    5           201205       2012-Q2                    2012-Q4              2012
2012-05-06   2012        Q2      5           May                            6           Sunday                         2012-May         May-6            WeekEnd 19          6                    6           201205       2012-Q2                    2012-Q4              2012
2012-05-07   2012        Q2      5           May                            7           Monday                         2012-May         May-7            WeekDay 19          7                    7           201205       2012-Q2                    2012-Q4              2012
2012-05-08   2012        Q2      5           May                            8           Tuesday                        2012-May         May-8            WeekDay 19          8                    8           201205       2012-Q2                    2012-Q4              2012
2012-05-09   2012        Q2      5           May                            9           Wednesday                      2012-May         May-9            WeekDay 19          9                    9           201205       2012-Q2                    2012-Q4              2012
2012-05-10   2012        Q2      5           May                            10          Thursday                       2012-May         May-10           WeekDay 19          10                   10          201205       2012-Q2                    2012-Q4              2012
2012-05-11   2012        Q2      5           May                            11          Friday                         2012-May         May-11           WeekDay 19          11                   11          201205       2012-Q2                    2012-Q4              2012
2012-05-12   2012        Q2      5           May                            12          Saturday                       2012-May         May-12           WeekEnd 19          12                   12          201205       2012-Q2                    2012-Q4              2012
2012-05-13   2012        Q2      5           May                            13          Sunday                         2012-May         May-13           WeekEnd 20          13                   13          201205       2012-Q2                    2012-Q4              2012
2012-05-14   2012        Q2      5           May                            14          Monday                         2012-May         May-14           WeekDay 20          14                   14          201205       2012-Q2                    2012-Q4              2012
2012-05-15   2012        Q2      5           May                            15          Tuesday                        2012-May         May-15           WeekDay 20          15                   15          201205       2012-Q2                    2012-Q4              2012
2012-05-16   2012        Q2      5           May                            16          Wednesday                      2012-May         May-16           WeekDay 20          16                   16          201205       2012-Q2                    2012-Q4              2012
2012-05-17   2012        Q2      5           May                            17          Thursday                       2012-May         May-17           WeekDay 20          17                   17          201205       2012-Q2                    2012-Q4              2012
2012-05-18   2012        Q2      5           May                            18          Friday                         2012-May         May-18           WeekDay 20          18                   18          201205       2012-Q2                    2012-Q4              2012
2012-05-19   2012        Q2      5           May                            19          Saturday                       2012-May         May-19           WeekEnd 20          19                   19          201205       2012-Q2                    2012-Q4              2012
2012-05-20   2012        Q2      5           May                            20          Sunday                         2012-May         May-20           WeekEnd 21          20                   20          201205       2012-Q2                    2012-Q4              2012
2012-05-21   2012        Q2      5           May                            21          Monday                         2012-May         May-21           WeekDay 21          21                   21          201205       2012-Q2                    2012-Q4              2012
2012-05-22   2012        Q2      5           May                            22          Tuesday                        2012-May         May-22           WeekDay 21          22                   22          201205       2012-Q2                    2012-Q4              2012
2012-05-23   2012        Q2      5           May                            23          Wednesday                      2012-May         May-23           WeekDay 21          23                   23          201205       2012-Q2                    2012-Q4              2012
2012-05-24   2012        Q2      5           May                            24          Thursday                       2012-May         May-24           WeekDay 21          24                   24          201205       2012-Q2                    2012-Q4              2012
2012-05-25   2012        Q2      5           May                            25          Friday                         2012-May         May-25           WeekDay 21          25                   25          201205       2012-Q2                    2012-Q4              2012
2012-05-26   2012        Q2      5           May                            26          Saturday                       2012-May         May-26           WeekEnd 21          26                   26          201205       2012-Q2                    2012-Q4              2012
2012-05-27   2012        Q2      5           May                            27          Sunday                         2012-May         May-27           WeekEnd 22          27                   27          201205       2012-Q2                    2012-Q4              2012
2012-05-28   2012        Q2      5           May                            28          Monday                         2012-May         May-28           WeekDay 22          28                   28          201205       2012-Q2                    2012-Q4              2012
2012-05-29   2012        Q2      5           May                            29          Tuesday                        2012-May         May-29           WeekDay 22          29                   29          201205       2012-Q2                    2012-Q4              2012
2012-05-30   2012        Q2      5           May                            30          Wednesday                      2012-May         May-30           WeekDay 22          30                   30          201205       2012-Q2                    2012-Q4              2012
2012-05-31   2012        Q2      5           May                            31          Thursday                       2012-May         May-31           WeekDay 22          31                   31          201205       2012-Q2                    2012-Q4              2012
2012-06-01   2012        Q2      6           June                           1           Friday                         2012-Jun         Jun-1            WeekDay 22          1                    1           201206       2012-Q2                    2012-Q4              2012
2012-06-02   2012        Q2      6           June                           2           Saturday                       2012-Jun         Jun-2            WeekEnd 22          2                    2           201206       2012-Q2                    2012-Q4              2012
2012-06-03   2012        Q2      6           June                           3           Sunday                         2012-Jun         Jun-3            WeekEnd 23          3                    3           201206       2012-Q2                    2012-Q4              2012
2012-06-04   2012        Q2      6           June                           4           Monday                         2012-Jun         Jun-4            WeekDay 23          4                    4           201206       2012-Q2                    2012-Q4              2012
2012-06-05   2012        Q2      6           June                           5           Tuesday                        2012-Jun         Jun-5            WeekDay 23          5                    5           201206       2012-Q2                    2012-Q4              2012
2012-06-06   2012        Q2      6           June                           6           Wednesday                      2012-Jun         Jun-6            WeekDay 23          6                    6           201206       2012-Q2                    2012-Q4              2012
2012-06-07   2012        Q2      6           June                           7           Thursday                       2012-Jun         Jun-7            WeekDay 23          7                    7           201206       2012-Q2                    2012-Q4              2012
2012-06-08   2012        Q2      6           June                           8           Friday                         2012-Jun         Jun-8            WeekDay 23          8                    8           201206       2012-Q2                    2012-Q4              2012
2012-06-09   2012        Q2      6           June                           9           Saturday                       2012-Jun         Jun-9            WeekEnd 23          9                    9           201206       2012-Q2                    2012-Q4              2012
2012-06-10   2012        Q2      6           June                           10          Sunday                         2012-Jun         Jun-10           WeekEnd 24          10                   10          201206       2012-Q2                    2012-Q4              2012
2012-06-11   2012        Q2      6           June                           11          Monday                         2012-Jun         Jun-11           WeekDay 24          11                   11          201206       2012-Q2                    2012-Q4              2012
2012-06-12   2012        Q2      6           June                           12          Tuesday                        2012-Jun         Jun-12           WeekDay 24          12                   12          201206       2012-Q2                    2012-Q4              2012
2012-06-13   2012        Q2      6           June                           13          Wednesday                      2012-Jun         Jun-13           WeekDay 24          13                   13          201206       2012-Q2                    2012-Q4              2012
